class,text,argtypetext,argtypetextstart,argtypetextend 
0, god is unfalsifiable because there is nothing .,,,
1, the debate returns to the issue of social policy in africa - its importance and the need for new ideas.,,,
0, this has been evident when some countries cut aid to rwanda recently following allegations of the government supporting insecurity in congo  .,,,
0, this is shown by the introduction of generic antiretroviral drugs for treating aids where the introduction of generic drugs forced the price of the branded drugs down from $to $in september/october3 .,,,
0, by creating a worthy opposition to the house of commons all issues would be debated and decided upon more fairly and government would be more closely monitored .,,,
0," russia for most of the 1990s refused to accept ukraine 's independence , let alone crimea that crimea should be a part of it with the russian parliament engaging in actions such as declaring sevastopol a russian city .",,,
1," they may refuse to tell, or falsely say that they have been sexually active as a result of peer pressure to have sex.",,,
1, just because some audiences in the middle east might be offended by homosexuality does not mean significant stories should be wiped from the evening news.,,,
0," a strong , consistent message needs to be applied , starting with a total ban of smacking .",,,
0, it is n't a proper christmas without snow .,,,
3,the sole purpose of education is to nurture a young mind and not thrust studies on them,"Studies are an essential part of life.Some countries permit students to take a break from studies between high school and university studies, while in some countries, it is considered as waste of time. However, a break of one year is good for young people after finishing their high school.",2008,2095
1," the home team famously won, but the abiding image of the final was nelson mandela, political prisoner turned president, presenting the william webb ellis trophy to captain francois pienaar.",,,
0, many democratic countries refused to send teams to the moscow olympics and while countries did not feel they could do the same with china inthe principle remains the same -- we should not lend our support to legitimize dictatorships through sport .,,,
1,"capital punishment is always controversial: for that reason, it is commonly used as a training debate.",,,
0, the united states military needs to step down from its self-assumed role as world police officer because it is not effective and its failed attempts lead to huge civilian casualties .,,,
0," china for example often follows russia , since the beginning of the 1990s its biggest arms supplier , when it comes to voting in the united nations security council .",,,
0, agreement on the post showed a clear commitment to the pursuit of a common eu foreign policy and to developing a unique cooperative model for foreign and defense policy decision making that goes beyond the nation state .,,,
1, beyondmiles musk believes that supersonic jets would be more economic – though of course at the moment there is no supersonic air travel.,,,
3,"These things in turn will make them more confident, independent","Personally, I believe that married women nowadays have right to take up jobs like men when employment discrimination based on gender have been erased significantly. Working outside home will bring a lot of benefits to both married woman and their household. I will mention some basic reasons as following.",864,927
0, just as every human has rights so does every immigrant .,,,
1," other deposits being exploited include the marcellus shales of new york and adjacent states, and the haynesville shales in louisiana and texas.",,,
1," what started as a financial crisis or a housing bubble has become a debt crisis as governments tried to spend their way out of recession they built up large debts, so large in the case of some countries that they have had to have bail outs.",,,
1, this success for people power was unprecedented in the arab world where previous regime changes have been coups lead by members of a narrow elite or the military.,,,
0, with the ceasefire agreement of lusaka in julythe so-called `` africa 's world war '' ended .,,,
1," the campaign for a line-item veto was particularly strong in the mid-1990s when federal budget deficits concentrated minds on the need to combat wasteful spending, something that is once again relevant.",,,
1,"            the proposition might also choose to tie in extra conditions to the mechanism, for example raising tax on harder forms of alcohol like spirits, or on youth-targeted alcoholic drinks like alcopops, to deter excessive drinking by young people after the law is passed.",,,
1," although few other states have recognised their independence, the episode raised fears of a new cold war and called into question the wisdom of offering georgia and ukraine nato membership.",,,
0, this is then leading to extremism in many countries where the populace feels they no longer have control over their economic future .,,,
3,"when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies","Artists in most countries are given the freedom to express their thoughts in whatever they do. Nevertheless, some argue that there should be government restrictions in order to limit their opinions. I however, agree to this only to a certain extent and believe that the artists must be given freedom so that they will produce some really marvelous masterpiece.",548,707
0, low turnouts in elections mean that governments today lack moral authority .,,,
3,some expensive wehicles cause a huge amount of pollution,Air pullution is an issue threatening the enviorement in many different ways such as causing holes in the ozone and affecting global heating in the nagitve way. I believe that more reponsibilities should put on private individuals and companies such as paying to clean up air pollution.,1148,1204
0, the west must stop kowtowing to oppression and make a stand to offer an umbrella of protection to those who need it .,,,
0, the prc is a member of the united nations security council and as such is one of the key members of the un .,,,
0, may/june.,,,
4,universities follow the requirement of job providers and decide subject suitable for particular gender,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.",1357,1459
4,the unpaid interns can no doubt save some money,"The purpose of this essay is to discuss what can students and the organizations benefit from the activity that the students sent by their schools to work for companies without salaries. In this essay, I would start by analyzing the advantages for doing this for both students and companies, and then I would draw a conclusion at the end.",904,951
3,advertisements can be falseful and exaggerated,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",986,1032
0, enlargement is a unique opportunity to encourage nations to take a path which will lead them to becoming prosperous developed democracies .,,,
0," the tendency of wind power , in particular , to be a volatile source of energy , means that other power sources such as fossil fuel power stations have to make up the shortfall when wind levels drop .",,,
1," since the vaccine became available in 1987, the number of cases has reduced by 98%, with fewer than ten fatalities a year.",,,
0, russia therefore has a right to act to protect those who there has been an `` armed seizure of power '' .,,,
0," 1kevin kelley , `` good nafta ?",,,
0,"  unlike in any other sport , boxers intend to physically injure their opponents by knockout .",,,
0, if those who committed atrocities ` get away with it ' they will be much more likely to plunge the country back into violence .,,,
0," 1 carroll , james .",,,
0," the recognition gained for nollywood has shown how nigeria 's youths can initiate , and develop , a sustainable industry .",,,
1," however, given that many people already carry a form of basic identification with their name on – such as a driver’s license or credit card – the debate would perhaps be broader, and bring more interesting points of discussion, if the proposition’s mechanism featured biometric identity cards.",,,
1, as the internet is this frontier there are today questions of whether internet access may be a human right and whether states that are considered free should attempt to defend the principle of internet freedom against illegitimate encroachments in non-democratic countries.,,,
0," there are two consequences here : the first is that it is morally dubious to use the present patients as mere means to an end , rather than acting in their own best interests , especially where , if randomized to the placebo arm the outcome of death is a certainty .",,,
0, across europe at least% of third-level students claim to be proficient in at least two foreign languages .,,,
1," aside from its economic woes, greece also faces problems of a huge influx of illegal immigrants and political refugees / asylum seekers and currently has the largest number of illegal immigrants percitizens, in europe.",,,
0, english speakers should reciprocate the efforts made by their foreign counterparts ; nicolas sarkozy for example is aiming to make france into a bilingual nation .,,,
1," bury thought that imperfect or limited religious liberty was preferable in plural societies, as it limited possible conflicts between groups with competing religious claims.",,,
0, that commitment remains firm and binding . '',,,
3,Both genders are the fulcrum of the society,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",1833,1876
0, colonists targeted countries with rich natural resources and little ability to defend themselves from invasion and manipulation .,,,
0," only recently have the people finally voted against him , but it was too late , as his power had become too entrenched to unseat him .",,,
1," communist countries, along with some non-aligned countries such as india quickly changed their diplomatic recognition to beijing.",,,
1, an interim government was put in place with the support of the army.,,,
0," labour 's policy shift had the effect of increasing visitor numbers greatly , proving that free entry is beneficial in increasing public exposure to culture .",,,
1," advertising is largely, particularly in the western world, an inescapable phenomena; from the moment we wake up to the time we sleep advertisements bombard us.",,,
0, the initiative ` lend with care ' is providing access to capital to empower entrepreneurs .,,,
1," if good and evil is needed for the development of human beings, then why is it punishable by god?",,,
0," in short , smoking should be banned or very harshly regulated .",,,
0," overall , this policy boosts the credibility of democracy , while undermining the influence of undemocratic states .",,,
0, the major environmental benefit is the clean and renewable energy source .,,,
1, links between the two nations however weakened after guinea-bissau’scoup.,,,
1," these courts have repeatedly made determinations that state immunity does not apply at international tribunals, most recently done so by the special court for sierra leone, in the case of charles taylor.",,,
0, abstinence education rightly teaches teenagers that saving sex for marriage is the best way to be healthful and happy .,,,
0, the employee 's productivity might be reduced to the point at which their continued employment is no longer viable .,,,
0, they found that the drc was selling off state-owned mining companies at low prices .,,,
0," spanish bull breeders receive eu agricultural subsidies , meaning that , in the eu , taxpayers ' money from all countries , not just those with legal bullfighting , goes to support this terrible industry .",,,
0,  the advantage of such investment is that they will continue to bring income even after the oil is gone .,,,
0," the executive is limited in its range of action -- it is necessary to delegate certain of its duties to bodies such as the police , the military and the education services .",,,
1,"nuclear weapons first dropped on hiroshima and nagasaki in 1945, forever changed the face of war, and the half-century of cold war which followed was dominated, above all, by the threat of nuclear destruction.",,,
0," professional cheerleaders discourage lots of women , religious people and families from attending professional sports games .",,,
0," history is for the most part not useful in and of itself , there are for example very few jobs directly working with history .",,,
1," it stated “it has been decreed that in future no printer in this city of ours shall dare to print or to sell printed copies of any work… if it is not made clear by original document… that the author of the work, or his immediate heirs, are content and desire that it should be printed and sold.”",,,
1," they may also not want to make some consumer information available simply because it’s cumbersome to compile and double-check, or because disclosure of the information could expose wrongdoing or mismanagement by entities that press for secrecy.",,,
0, even the leaders of those european political parties that still call themselves socialist tend to avoid the word .,,,
1," proponents argue that preventing gays from marrying is discriminatory and that it upholds a traditional, out-dated concept of marriage as the path to procreation.",,,
0," it is estimated that renewables produce 10-40g of co2 pre kwh of electricity produced , but nuclear is currently much higher at 90-140g / kwh , though still only a tenth of coal .",,,
1, it offers a significant protection against accusations of copyright infringement and is believed by some to offer artists flexibility they may desire.,,,
1," moreover, if it did work, such a register would be a bad thing.",,,
3,exercising takes up a lot of time and it requires too much work,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",2554,2617
0," banning household 3d printers , therefore , is a necessary step to uphold the rules we find important to our safety .",,,
0, there now needs to be a response to actions in crimea ; throwing russia out of the g8 is the least response .,,,
0," because legislators are so likely to be reelected , lobbyists and special interest groups find the lines of power in states ' capitals largely predictable , and are thus able to buy the influence of the permanent power nexuses in the legislature with relative ease1 .",,,
0," only by giving them full responsibility of the territory , the sa government is going to step in and make the necessary change .",,,
1,"accordingly, i would add a new principle, worded as follows:“we require information, including from public bodies, in order to be able to participate in informed debate; hold our governments accountable; protect our human rights, public safety, health and the environment; and ensure our access to public goods and services on an equitable basis.”",,,
3,A person can not learn or achieve everything by oneself,"The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",572,627
0, this increases compliance with the relaxed law .,,,
0," where a large group people do not feel represented or accepted by a state and thus do not consent to its rule , the states control over that people becomes illegitimate .",,,
0," fans , players , and managers all expect home plate hits to occur from time to time .",,,
0, at the same time there have been attacks on the freedom of the media and ukraine has fallen down rankings of press freedom in 2010-11 with its score from freedom house falling fromtowith its ranking falling to 130th .,,,
0," for this reason these cards should be compulsory , they would not be much use as identification if not everyone had one that could be checked by anybody .",,,
1,"in 2005, at the urging of british prime minister tony blair, the g8 summit revisited the issue of debt relief as a way to rid the world from poverty.",,,
0," a different way of charging for the care , not by individual services but by outcomes , as proposed by obama 's bill , also changes incentives from as many tests and procedures as possible to as many patients treated and healed as possible .",,,
0," nollywood is showcasing nigeria 's capability to sustain , build , and finance its own economy .",,,
1, inand again inthe african union agreed to support “full representation of africa in the security council means: i. not less than two permanent seats with all the prerogatives and privileges of permanent membership including the right of veto; ii.,,,
0," in nollywood 's case , the industry is already proving to be of vital importance for regional and domestic tourism .",,,
0," building sustainable livelihoods , and tackling poverty in the long term , requires enabling access to capital assets .",,,
0, inthere wereconflicts in africa ; bythis had been halved to.,,,
1," proponents of generic drugs point out the extremely high prices charged for brand name drugs as compared to generics when they are permitted, as well as the needs of the developing world for cheap drugs in their battle with various life-threatening diseases as reasons to circumvent conventional patent law and to permit the production of generics generally.",,,
1," already there is a pan-african parliament, an african court of justice and an african ""peace and security council"" has been created.",,,
0," religious organizations , most notably in the united states , promote abstinence by lying about the effectiveness of contraception and about the transmission of stds .",,,
0, the main hurdle for adding such regulation would be getting the guidelines right as to what can and can not be shown and what is appropriate for certain age groups to see or not see .,,,
0, therefore they should be no concerns about these detentions violating anyone 's human rights .,,,
1,the adoption of the euro was intended to move this process of integration closer to completion.,,,
0, democracy should not be reserved as a privilege for those who happen to be born in a culture that already supports it ; we must endeavour to make all countries believe in the veracity of this declaration .,,,
0," another example of the need to protect is also given by the example of voluntary vaccination against the flu , because of its impacts on the whole population is given by pediatric studies : '' in several studies , results indicated that a% vaccination rate among health care personnel in acute care settings triggered a% decline in risk of influenza among patients .",,,
0," these risks apply both to the surgery itself , and to the long term .",,,
1,"the comprehensive test ban treaty (ctbt) outlaws the testing of nuclear weapons (united nations, 1996).",,,
1," while the pro may simply take a normative stance and argue that us hegemonic power is detrimental, it will be in a much stronger position if it can demonstrate that there is a preferable alternative.",,,
0," the issue of the erosion of a few minor liberties of , states like the us 's , citizens should be overlooked in favour of the much greater issue of protecting the very existence of that state .",,,
1, the language is russian and as a result most people get their news from russia.,,,
0," in any case , studies show that many underage young people have tried alcohol ; it is clear that the current legal restrictions do not work .",,,
0," anorectic patients are typically treated under mental health legislation , e.g. the ukact .",,,
3,"co-operative approach will save time, energy and will have a higher success rate","The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",770,850
0," secondly , development can only progress once new land becomes available - investment requires space .",,,
0," savings ensures households have financial capital , can invest resources in education , health , and the future .",,,
0," in any case , gay couples may adopt children in countries where they are permitted to do so , revealing society 's view at large that homosexual couples can readily act as capable parents and provide loving home environments .",,,
1," another military coup inreplaced the existing political leadership and a new ruling junta came to power, which renamed burma as myanmar.",,,
0, it 's in the interests of the hiv positive employee .,,,
1,"boxing, the physical skill of fighting with fists, originated as a sport around 800bc.",,,
0, these crimes would be much more difficult if biometric data was required for financial transactions and other activities such as leaving or entering a country ; identity cards are the best way forwards .,,,
1, should authorities be more lenient on religious symbols that are a requirement of the person?,,,
0," the call for students to learn a foreign language not only stems from economic needs but also from the need of improved security and diplomacy , in particular a better understanding of cultures and languages in order to better understand threats to the state and improved foreign services are needed .",,,
0, residents suffer from the anti-social behavior and crime associated with binge-drinking .,,,
0," morocco , spain and turkey can afford to charge a lower price for package tours than tunisia due to better air transportation links1 .",,,
0," students failing in core subjects must be helped to improve , not have the subject eradicated .",,,
0," therefore , divided government is an extra requirement to government , ensuring that powers are not concentrated to the detriment of americans .",,,
0," not only is oda increasingly being used to incentivise compliance or non-interference with america 's objectives in the war on terror , as shown by the aid provided to pakistan for its cooperation in the stationing of us military bases .",,,
1,this then opens up two lines of attack.,,,
1,"this returns to the concept of family planning and how it is applied in the case of uganda, to question whether bringing in men is the right approach.",,,
0, indeed remittances are noticeably stable with money still being sent home during recessions and can even be countercyclical as migrants will send more if they know things are bad back home .,,,
1, it is surely necessary to further protect the french language in light of anglicisms by handing more power to the défense de a langue française.,,,
0," moreover , professional politicians are susceptible to corruption , lobbying or bullying by powerful vested interests seeking to direct government policy away from the general interest represented by the vast majority of the individual citizens , who generally lack such a determinant influence over the decision-making .",,,
3,"With the development of Internet, we can enjoy the pleasure and conveniences which it brings about for us every day","Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",1251,1366
1, several policies and actions taken by morsi were poorly received by many in egypt.,,,
1," russia rejects such terms with the foreign minister lavrov stating “to be frank it raises many questions on our side … everything was stated in terms of allegedly having a conflict between russia and ukraine, and in terms of accepting the fait accompli”.",,,
0,"terrorism is part of the modern world and is inextricably linked with the rise of modern communications , the internet , and a global community .",,,
0, ultimately the icty was successful because this situation was resolved with the creation of multinational police forces backed up with traditional nato military power if necessary leading to the arrest ofindividuals .,,,
0," except in the most extreme and obvious cases of emotional or psychological disturbance , adults are automatically assumed to be capable of consenting to these acts .",,,
0," allowing smoking on screen by celebrities , films and their directors are condoning , glamorizing and ultimately encouraging smoking .",,,
1, it shows up in almost every collection of “most hated subjects.”,,,
0," by obliging our democratic institutions to take genuine account of public opinion , and returning real political power back to those to whom it rightly belongs -- the people -- we can put the relationship between the individual and the state back on a healthier footing .",,,
1," the intelligence services usually perform the following four types of activities: intelligence gathering, analysis, counter-intelligence and covert action.",,,
1,the state department however says “we believe syria's chemical weapons stockpile remains secured by the syrian government” and that they “found no credible evidence to corroborate or to confirm that chemical weapons were used” so for the moment we still do not know if chemical weapons have been used or not.,,,
1," recent estimates by foreign policy and the fund for peace (see further reading) suggest that up tobillion people worldwide live in insecure states where the government has either failed or is fragile, and are exposed to varying degrees of violence as a result.",,,
1," there are cases both of democracies that have failed to develop, such as india and bangladesh, and there are a lot of instances where autocracies have failed to develop.",,,
0," russia and china , two countries which have a non interventionist approach on foreign policy , have veto power in this body ; which means a lot of possible interventions get vetoed .",,,
1, 1995.,,,
0," the rule of the sponsors seems more important than the sport : interrupting television coverage of the events to advertise is symptomatic of this , permitting mcdonalds to sponsor a sports event is another .",,,
0," it 's important to be clear that this debate is looking at the results of the iraq war and , by any definition iraq is in a much more stable and secure position than it was inwhen american , british and other international troops arrived in the country .",,,
0, they can then use this information to help them decide how reliable any further information they may find from other sources is .,,,
0," if the test standards can be lowered for older men , they can also be lowered for women .",,,
1," many gay rights activists support the act with websites such as “queer attitude” and “famous and gay” publicizing openly gay people in the public sphere, and continue to push for further exposure.",,,
0," furthermore , some parts of the helms-burton act are extra-territorial in their effects on businessmen from third nations and therefore cause significant protest around the world .",,,
0, it is perceived by the poorest chinese communities as an obstacle to prosperity .,,,
0, advanced infrastructure technology often relies on the existence of broadband technology universally installed across the grid .,,,
1,the capstone of this misleading approach to the sometimes violent and controversial content of hip hop music is the attitude of public authorities to those who consume and produce it.,,,
1," the high representative is in charge of the new european external action service (eeas), a diplomatic service of sorts for the eu.",,,
0, but a decline in the number of conflicts is not the only positive trend in african conflicts : there has also been a decline in the size of wars .,,,
1, it is a ‘run-of-river’ project in which water is siphoned off the main flow of the river before going through turbines to get back into the main channel.,,,
0, the sports bodies that pick athletes for the world 's major sports events can be dictated to by their respective governments .,,,
0," coca has also been a vital part of the religious traditions of the andean peoples from the pre-inca period through to the present , being used ` to communicate with the supernatural world and obtain its protection , especially with offerings to the pachamama , the personification and spiritual form of the earth . '",,,
1, this potentially provides a high threshold for considering a right to be a human right.,,,
0, in particular it prevents any depreciation to regain competitiveness so forcing countries to opt for austerity as the only way to make themselves competitive .,,,
0," the oglala sioux activist and actor , russell means has argued that `` a libertarian society would not allow anyone to injure others by pollution because it insists on individual responsibility . ''",,,
1," while in the ancient greek laws and important decisions were debated and voted on by an assembly comprising of every single citizen, the modern liberal democracies are based on the political representation and elites' competition.",,,
1, both forms are the embodiment of the idea that something can be small but perfectly formed.,,,
0, lesotho was under direct rule while south africa was a dominion .,,,
3,the drawbacks of this teaching method cannot be neglected,"Presently, it is commonly accepted that students have to learn over eight subjects in school. Public retain differing views on whether to teach students all subjects or just focus on one subject. Some parents are satisfied with the full class schedule of their children. While, others claim that studying only one subject is more effective. Before rendering my own opinion, I will explore sides of this topic.",1487,1544
0, many of those who have tried and failed to commit suicide never attempt it again .,,,
4,The legalization of marijuana would help get the economy going again,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,374,442
1, there is already an established black market trade in organs.,,,
0, power has a strong tendency to corrupt ; it is highly intoxicating .,,,
1,hate speech is a controversial issue in all western liberal democracies (wlds).,,,
0," in a war-torn society monusco helps with disarmament , demobilization and reintegration , ddr .",,,
0," the greater the veracity of a hip hop track , the greater its popularity and cache among fans .",,,
0, giving companies that are driven by profit motive to sell on their customers ' data to anyone that might offer a suitable price stands as an absolute theft of personal information and privacy .,,,
1," not all drugs make it to the end of the process (if a drug ‘fails’ a phasetrial, there is little point in running it through phase 2!)",,,
1, the police response was heavy handed using tear gas resulting in growing protests around the park.,,,
0, landmines are a terrible and immoral tool of war .,,,
0, this law not only deters people from becoming extremists through making them think twice about visiting extremist websites but it also helps to deter promoters of extremism through denying them an audience .,,,
1," israel’s concerns are centred on long-running issues with the palestinians, and the us concerns are based on the prospect of a future us military intervention that they consider justified being subject to prosecution, coupled with doubts over the compatibility of the us constitution, both in terms of national sovereignty and the protections available for defendants such as trial by jury, and rules of evidence.",,,
0, technically this means the parliament ca n't ask for icc prosecution as there is no state party to refer the situation to the prosecutor .,,,
0,  we accept the need for national service in wartime and this is just an extension of this .,,,
1,  german chancellor angela merkel has been campaigning for a mass boycott by european leaders and she has been joined by the austrians.,,,
0," fake drugs are the cause of around 100,000 deaths in africa every year .",,,
1,"cape verde is not the only nation separated from the main european continent which is a part of, or has attempted to join european organisations.",,,
1," by the 1990s, the sheer weight of evidence had forced major tobacco companies to admit that their products are both harmful and addictive.",,,
1," [7] enhanced protection does not, however, place an outright ban on military actions against the protected cultural property.",,,
0," the only organization that can act as a restraint on that is , in the final reckoning , government which has legislative power to ensure that standards are maintained .",,,
0,the foreign policy of the united states was first conceived as being one of strict isolationism .,,,
0," in a period of such chaos , stability seems to be much more important than reform .",,,
0," africa progress panel , app , conducted a survey on five mining deals betweenandin the democratic republic of congo , drc .",,,
1," there have been recent attempts in the us congress to change this by passing a ‘global online freedom act’ which would prevent such sales to ‘internet restricting countries’, inthis failed to pass but has been reintroduced.",,,
0," there are very real concerns here , as a result , about the impact this has on freedom of expression .",,,
0, stay at home mothers are more likely to have time to be involved with their community .,,,
0," translated to monthly amounts , federal medicaid support in the states approximated $per month per participant ; the amount in puerto rico was about $per month .",,,
0," no matter what , george orwell 's books should not be perceived as a model for shaping our society .",,,
0," even when there is little or no discrimination in recruitment women often hit a ` glass ceiling ' due to breaking their careers in order to have children , in the uk a recent report by the chartered management institute found it would take untilto close the pay gap .",,,
0," the arts offers low and unstable wages , frequently at an ongoing expense to the taxpayer , when the jobs exist at all .",,,
0," despite the fact that states that are parties to the rome statute are obliged to co-operate with the directions of the court , there have been many instances where such states have failed to pursue those indicted .",,,
0, the african union has been taking a much more active stance in preventing and resolving conflict .,,,
1,a couple of months later information of another program called xkeyscore were published in the guardian newspaper.,,,
0," most significantly , an asymmetry of information exists between doctor and patient , as it does with all medical treatment , -- patients are not aware of what services they need , and are unable to weigh up the various options available to them , because doing so requires medical training .",,,
0, one of the eu 's broadest objectives is to foster growth and development within its member states .,,,
0, they must be banned .,,,
0,"  this is likely to mean much more intrusive inspection , for example hospitals having to report to the government patients they have who do n't have health insursnce ,  this is why a majority of the states , and numerous organizations and individual persons , have filed actions in federal court challenging the constitutionality of the individual mandate , and several courts have already struck it down on constitutional grounds .",,,
0, while these institutions may have ceased working in a democratic way they could quite easily be changed in to being fully democratic .,,,
0, that risk is so great that boxing should be banned .,,,
1,"because this issue has received a great deal of attention in the united states and the united kingdom as regards implementation in public schools, the temptation is to see this topic through only that lens.",,,
1, the right-wing daily mail also vaulted its role in bringing the murderers of stephen lawrence to book after extensive campaigning during and after the police’s investigation into the crime.,,,
1," in prague inhe stated “so today, i state clearly and with conviction america's commitment to seek the peace and security of a world without nuclear weapons.”",,,
0, this is particularly true of children but most people need a helping hand at one time or another in life .,,,
0, it is therefore natural and right for the older generation to sacrifice itself where possible to save the younger generation .,,,
1,"  the trc is not without its critics, including for those who described it having failed to put criminals on trial.",,,
0,"chess is not a predominantly physical sport , yet neither are shooting and curling , which , in fact , has been nicknamed `` chess on ice ''.",,,
1, it is however becoming much more than this but a separate social sphere in itself.,,,
1, the goal of the au is to create an international organization similar to the european union.,,,
0," this power was lost in, with increasingly bloated budgets and pork barrel spending the result .",,,
0, using data from satellites measuring luminosity michalopoulos and papaioannou find that border areas with partitioned ethnic groups are up to% less developed than those towards the centre of countries so are not artificially split .,,,
3,it promotes the communication and interaction between different countries more conveniently and clearly,"With the development of globalization, English became the dominated language in national trade, conference and many important events. This phenomenon has aroused a heated discussion in public.",359,462
0," further , the western ideal of physical beauty is closely associated with the cultural norms that influence and control sexual attraction , compatibility and enjoyment .",,,
0," intercept evidence can be very useful for showing associations between groups of people , which can be incredibly helpful in cases such as conspiracies to link people and events together .",,,
0, forcing people through maths classes which they find boring and irrelevant will only put them off maths ; a recent study found that motivation was the most important factor for improving maths grades .,,,
0, there was no secret that religious issues were likely to feature in the broadcast and no secret was made of the fact that those views were likely to be both critical and forthright .,,,
0, communities and organizations that oppose sex education can actually benefit from it .,,,
0," just as we would never countenance a rule prohibiting umpires from wearing eyeglasses to see calls better , we should also not tolerate a rule that essentially keeps umpires blind to a reality that everyone else -- reporters , coaches , and fans -- has access to .",,,
0," as john mccain noted in aspeech , ` we have a national interest in identifying individuals , incentivizing them to come forward out of the shadows ... regularize their status '.",,,
0,incumbency provides a huge election advantage .,,,
0," an au force will also be better than any local force as a peacekeeper as it will , like the un , be seen as being independent while also being african .",,,
1," this question forms the core of this debate, and is explored in the following arguments.",,,
0, it needs a road for its residents to safely travel to and from work in israel .,,,
1," he did an investigation and wrote a story insinuating (giving no evidences, but rumours) that the brazilian president suffered from alcoholism.",,,
1,"  (otherwise, the catcher may not block home plate.)",,,
1,"sincethe eu accession negotiations for croatia and iceland have advanced rapidly, but only one out ofchapters has been completed with turkey;have yet to be opened at all.",,,
0," even if the heightening of sexual pleasure that results from physical modification is less direct than in a sadomasochistic encounter , many cosmetic surgery patients find the aesthetic pleasure attendant on successful surgery to be satisfying too .",,,
0, an aggressor in a war can not be seen as a ` just ' actor and has therefore contributed to its own seclusion by acting in such a manner .,,,
0," this means beautiful rural areas will be spoiled by the presence of many gas rigs , each with its accompanying pipes , buildings , tracks , etc, agricultural and amenity land will be lost and wildlife disturbed .",,,
0, the grand inga dam would be an immense boost to the drc 's economy .,,,
0," debates about the ctbt revolve around the efficacy of the treaty to prevent nuclear testing, and whether it is in the interest of nuclear-capable, and would-be nuclear-capable, states to agree to it.",,,
1,this first of all makes the assumption that a strike against terrorists is going to be made.,,,
1,"with the legislature and the judiciary involved with their arguments, there weremillion uninsured americans in 2010,million new on account of unemployment, making the need for such a policy more necessary than ever.",,,
1, most nations have the capacity to prevent certain records from ever reaching the light of day but this is for the most part rarely used.,,,
1, they should aim to set out a process in which it has been demonstrated that the potential suicide is in full control of her own mental faculties and has not been placed under pressure by others to end her life.,,,
1," this definition is quite broad, and the arguments put forward in the following debate can be used quite effectively even if the definition is broadened or narrowed to a degree.",,,
1," ultimately any decision will be based in no small part on how far each individual values the concept of cultural output over more pragmatically valuable areas - whether or not people feel that in the modern world it is justifiable to use the limited resources available to not only foster new artistic projects, but also to protect the cultural heritage of the past.",,,
0, this is very dangerous both for them and for those who they share the road with as they are operating motor vehicles with a proper education on the rules of the road or any form of driving instruction or test to ensure that they can competently and safely drive on the streets .,,,
0," public opinion must be taken into account ; the french do express opposition to the anglicising of their language and so the défense de la langue française must be brought into effect , for this is the purpose it seeks to serve and it exists to solve these very problems .",,,
